name,address,governorate,city,district
صيدلية رمضان أشرف,شارع عباس العقاد، مبنى 20، أمام البنك، حي المطرية، التجمع الخامس، القاهرة,القاهرة,التجمع الخامس,حي المطرية
صيدلية د. نبيل الفقي,شارع السوق، مبنى 67، بجانب المدرسة، حي الزيتون، الدرب الأحمر، القاهرة,القاهرة,الدرب الأحمر,حي الزيتون
صيدلية د. وليد محمود,شارع النخيل، مبنى 137، بعد محطة المترو، حي عين شمس، الأزبكية، القاهرة,القاهرة,الأزبكية,حي عين شمس
صيدلية د. أنور كمال,شارع التحرير، مبنى 22، بجوار المسجد، حي الدرب الأحمر، التحرير، القاهرة,القاهرة,التحرير,حي الدرب الأحمر
صيدلية جهاد نبيل,شارع عباس العقاد، مبنى 66، أمام البنك، حي الحسين، السيدة زينب، القاهرة,القاهرة,السيدة زينب,حي الحسين
صيدلية د. فريدة منسي,شارع طلعت حرب، مبنى 61، بجانب المدرسة، حي المعادي، الدرب الأحمر، القاهرة,القاهرة,الدرب الأحمر,حي المعادي
صيدلية نهى,شارع الجلاء، مبنى 133، بجوار المسجد، حي الشرابية، المنيل، القاهرة,القاهرة,المنيل,حي الشرابية
صيدلية د. عبدالرحمن أيمن,شارع البنك، مبنى 127، أمام البنك، حي المطارية، سور مجرى العيون، القاهرة,القاهرة,سور مجرى العيون,حي المطارية
صيدلية يوسف جلال,شارع الخزان، مبنى 96، بجانب المدرسة، حي الأزبكية، التجمع الخامس، القاهرة,القاهرة,التجمع الخامس,حي الأزبكية
صيدلية هايدي أنور,شارع الهرم، مبنى 21، بعد محطة المترو، حي الجمالية، الخليفة، القاهرة,القاهرة,الخليفة,حي الجمالية
صيدلية خالد سمير,شارع الجمهورية، مبنى 112، حي المطارية، بدر، القاهرة,القاهرة,بدر,حي المطارية
صيدلية د. ليلى خالد,شارع السادات، مبنى 150، حي الزيتون، الخليفة، القاهرة,القاهرة,الخليفة,حي الزيتون
صيدلية نهى سيد,شارع الجامعة، مبنى 66، بعد محطة المترو، حي روض الفرج، 15 مايو، القاهرة,القاهرة,15 مايو,حي روض الفرج
صيدلية عبلة,شارع السوق، مبنى 137، بعد محطة المترو، حي الموسكي، القبة، القاهرة,القاهرة,القبة,حي الموسكي
صيدلية د. فتحي عبدالجواد,شارع الزهراء، مبنى 7، حي باب الشعرية، مصر الجديدة، القاهرة,القاهرة,مصر الجديدة,حي باب الشعرية
صيدلية الصحة,شارع السادات، مبنى 85، أمام البنك، حي الوايلي، المنتزة، القاهرة,القاهرة,المنتزة,حي الوايلي
صيدلية هاني إبراهيم,شارع فيصل، مبنى 124، أمام البنك، حي الشرابية، التجمع الخامس، القاهرة,القاهرة,التجمع الخامس,حي الشرابية
صيدلية دينا,شارع الزهراء، مبنى 97، عند النفق، حي المرج، الأزبكية، القاهرة,القاهرة,الأزبكية,حي المرج
صيدلية النور,شارع عباس العقاد، مبنى 51، بعد محطة المترو، حي الخليفة، سور مجرى العيون، القاهرة,القاهرة,سور مجرى العيون,حي الخليفة
صيدلية د. عمرو صبحي,شارع مكرم عبيد، مبنى 106، بجانب المدرسة، حي المرج، الرحاب، القاهرة,القاهرة,الرحاب,حي المرج
صيدلية د. نعمت عبدالعزيز,شارع السادات، مبنى 1، عند النفق، حي الزيتون، بدر، القاهرة,القاهرة,بدر,حي الزيتون
صيدلية سمير,شارع الميناء، مبنى 117، بعد محطة المترو، حي الدرب الأحمر، الهايكستب، القاهرة,القاهرة,الهايكستب,حي الدرب الأحمر
صيدلية سعاد,شارع الميناء، مبنى 11، عند النفق، حي باب الشعرية، بدر، القاهرة,القاهرة,بدر,حي باب الشعرية
صيدلية د. أيمن عبدالرحمن,شارع الأزهر، مبنى 2، حي الجمالية، وسط البلد، القاهرة,القاهرة,وسط البلد,حي الجمالية
صيدلية د. جلال إيهاب,شارع الزهراء، مبنى 49، حي المطرية، مدينتي، القاهرة,القاهرة,مدينتي,حي المطرية
صيدلية هدى وليد,شارع فيصل، مبنى 108، بجانب المدرسة، حي الخليفة، التجمع الخامس، القاهرة,القاهرة,التجمع الخامس,حي الخليفة
صيدلية غادة إبراهيم,شارع فيصل، مبنى 74، عند النفق، حي السلام، الشرابية، القاهرة,القاهرة,الشرابية,حي السلام
صيدلية سمير صبحي,شارع المدرسة، مبنى 72، بجانب المدرسة، حي الشروق، مدينتي، القاهرة,القاهرة,مدينتي,حي الشروق
صيدلية عبدالرحمن,شارع النصر، مبنى 59، أمام البنك، حي الشروق، سور مجرى العيون، القاهرة,القاهرة,سور مجرى العيون,حي الشروق
صيدلية سعاد عمرو,شارع كورنيش النيل، مبنى 129، أمام البنك، حي السيدة زينب، مدينة نصر، القاهرة,القاهرة,مدينة نصر,حي السيدة زينب
صيدلية أيمن,شارع البحر، مبنى 148، بجوار المسجد، حي الأزبكية، المرج، القاهرة,القاهرة,المرج,حي الأزبكية
صيدلية سامية,شارع عباس العقاد، مبنى 13، أمام البنك، حي الخليفة، بولاق، القاهرة,القاهرة,بولاق,حي الخليفة
صيدلية رانيا,شارع طلعت حرب، مبنى 5، عند النفق، حي السيدة زينب، المرج، القاهرة,القاهرة,المرج,حي السيدة زينب
صيدلية وائل,شارع العشرين، مبنى 76، عند النفق، حي السيدة زينب، الشروق، القاهرة,القاهرة,الشروق,حي السيدة زينب
صيدلية د. ضياء عادل,شارع الأمل، مبنى 117، بجانب المدرسة، حي بولاق، الحضرة، القاهرة,القاهرة,الحضرة,حي بولاق
صيدلية هشام,شارع بورسعيد، مبنى 62، بعد محطة المترو، حي المقطم، منشية ناصر، القاهرة,القاهرة,منشية ناصر,حي المقطم
صيدلية كمال,شارع عباس العقاد، مبنى 79، عند النفق، حي التبين، مصر القديمة، القاهرة,القاهرة,مصر القديمة,حي التبين
صيدلية نعمت,شارع التحرير، مبنى 34، بجوار المسجد، حي الوايلي، الخليفة، القاهرة,القاهرة,الخليفة,حي الوايلي
صيدلية نعمت,شارع النخيل، مبنى 8، بجانب المدرسة، حي المطارية، مدينتي، القاهرة,القاهرة,مدينتي,حي المطارية
صيدلية د. عبير هاني,شارع الأقصى، مبنى 55، بجوار المسجد، حي الخليفة، روض الفرج، القاهرة,القاهرة,روض الفرج,حي الخليفة
صيدلية عمر,شارع الزهراء، مبنى 139، أمام البنك، حي المرج، الزيتون، القاهرة,القاهرة,الزيتون,حي المرج
