name,address,governorate,city,district
صيدلية شيرين,شارع النصر، مبنى 74، بجوار البريد، حي النزهة، الشرابية، القاهرة,القاهرة,الشرابية,حي النزهة
صيدلية عبدالكريم الصعيدي,شارع فلسطين، مبنى 143، أمام المستشفى، حي الجمالية، مدينة نصر، القاهرة,القاهرة,مدينة نصر,حي الجمالية
صيدلية حلمي فؤاد,شارع الأمل، مبنى 295، بعد محطة المترو، حي الزيتون، الزمالك، القاهرة,القاهرة,الزمالك,حي الزيتون
صيدلية عبدالشافي جلال,شارع التحرير، مبنى 257، بجانب السوق، حي الخليفة، الوايلي، القاهرة,القاهرة,الوايلي,حي الخليفة
صيدلية الحياة,شارع رمسيس، مبنى 131، عند الدوار، حي النزهة، المقطم، القاهرة,القاهرة,المقطم,حي النزهة
صيدلية عبدالسلام خالد,شارع رمسيس، مبنى 111، بعد محطة المترو، حي السلام أول، الموسكي، القاهرة,القاهرة,الموسكي,حي السلام أول
صيدلية حسناء حسام,شارع عباس العقاد، مبنى 32، بعد محطة المترو، حي النزهة، الأزبكية، القاهرة,القاهرة,الأزبكية,حي النزهة
صيدلية عبدالكريم عبدالستار,شارع العشرين، مبنى 73، بجوار البريد، حي التبين، مدينة نصر، القاهرة,القاهرة,مدينة نصر,حي التبين
صيدلية عزة,شارع الاستقلال، مبنى 129، بجوار البريد، حي السلام أول، المنتزة، القاهرة,القاهرة,المنتزة,حي السلام أول
صيدلية هاني,شارع عباس العقاد، مبنى 140، بجانب المدرسة، حي السفير، روض الفرج، القاهرة,القاهرة,روض الفرج,حي السفير
صيدلية د. محمد ضياء,شارع النخيل، مبنى 231، عند الدوار، حي المغربلين، الرحاب، القاهرة,القاهرة,الرحاب,حي المغربلين
صيدليات سعدية,شارع البحر، مبنى 24، بجانب السوق، حي السفير، الساحل، القاهرة,القاهرة,الساحل,حي السفير
صيدلية حلمي خالد,شارع الأزهر، مبنى 14، بجوار البريد، حي الخليفة، المنتزة، القاهرة,القاهرة,المنتزة,حي الخليفة
صيدلية د. يونس,شارع مكرم عبيد، مبنى 165، بجانب السوق، حي الدرب الأحمر، المقطم، القاهرة,القاهرة,المقطم,حي الدرب الأحمر
صيدلية د. ليلى,شارع البحر، مبنى 92، حي القلعة، مدينة السلام، القاهرة,القاهرة,مدينة السلام,حي القلعة
صيدلية كمال سيد,شارع السادات، مبنى 175، عند الدوار، حي المقطم، المنيل، القاهرة,القاهرة,المنيل,حي المقطم
صيدلية إيمان عزب,شارع النفق، مبنى 296، بجانب السوق، حي باب الشعرية، وسط البلد، القاهرة,القاهرة,وسط البلد,حي باب الشعرية
صيدلية خالد صقر,شارع الروضة، مبنى 98، حي المطارية، الشرابية، القاهرة,القاهرة,الشرابية,حي المطارية
صيدلية د. سعيد الخياط,شارع رمسيس، مبنى 64، عند الدوار، حي السيدة زينب، مدينة السلام، القاهرة,القاهرة,مدينة السلام,حي السيدة زينب
صيدلية عبلة,شارع النخيل، مبنى 190، بجوار البريد، حي حلوان، العباسية، القاهرة,القاهرة,العباسية,حي حلوان
صيدلية عبدالوهاب,شارع القنال، مبنى 119، بجوار المسجد، حي عين شمس، مدينة السلام، القاهرة,القاهرة,مدينة السلام,حي عين شمس
صيدلية حسام يوسف,شارع فيصل، مبنى 120، عند النفق، حي الوايلي، العباسية، القاهرة,القاهرة,العباسية,حي الوايلي
صيدلية إسراء السباعي,شارع عباس العقاد، مبنى 66، بجانب المدرسة، حي الموسكي، الزمالك، القاهرة,القاهرة,الزمالك,حي الموسكي
صيدلية أحلام إبراهيم,شارع الوحدة، مبنى 95، عند النفق، حي عابدين، الساحل، القاهرة,القاهرة,الساحل,حي عابدين
صيدلية الغروب,شارع النصر، مبنى 250، أمام البنك، حي المعادي، شبرا، القاهرة,القاهرة,شبرا,حي المعادي
صيدلية حمدي عبدالعزيز,شارع الخليفة، مبنى 252، حي عابدين، المرج، القاهرة,القاهرة,المرج,حي عابدين
صيدلية فاطمة هشام,شارع 26 يوليو، مبنى 99، أمام المستشفى، حي الشرابية، التجمع الخامس، القاهرة,القاهرة,التجمع الخامس,حي الشرابية
صيدلية د. شيرين سيد,شارع الزهراء، مبنى 132، بجوار البريد، حي السفير، القاهرة، القاهرة,القاهرة,القاهرة,حي السفير
صيدلية إيناس يونس,شارع رمسيس، مبنى 66، بجانب المدرسة، حي الشروق، الزمالك، القاهرة,القاهرة,الزمالك,حي الشروق
صيدلية منال الشافعي,شارع المحطة، مبنى 279، أمام البنك، حي عابدين، حلوان، القاهرة,القاهرة,حلوان,حي عابدين
صيدلية فاطمة,شارع المحطة، مبنى 5، بجانب المدرسة، حي الخليفة، القبة، القاهرة,القاهرة,القبة,حي الخليفة
صيدلية ناجح,شارع الاستقلال، مبنى 179، عند الدوار، حي الظاهر، الدرب الأحمر، القاهرة,القاهرة,الدرب الأحمر,حي الظاهر
صيدلية عبدالفتاح منسي,شارع الجمهورية، مبنى 74، أمام المستشفى، حي السيدة زينب، 15 مايو، القاهرة,القاهرة,15 مايو,حي السيدة زينب
صيدلية أماني إبراهيم,شارع الأقصى، مبنى 299، أمام المستشفى، حي السيدة زينب، المعادي، القاهرة,القاهرة,المعادي,حي السيدة زينب
صيدلية نعمت عبدالرحمن,شارع فلسطين، مبنى 218، عند الدوار، حي باب الشعرية، القاهرة الجديدة، القاهرة,القاهرة,القاهرة الجديدة,حي باب الشعرية
صيدليات حلمي غانم,شارع العشرين، مبنى 68، عند النفق، حي المطارية، المعادي، القاهرة,القاهرة,المعادي,حي المطارية
صيدلية طارق,شارع الزهراء، مبنى 25، أمام المستشفى، حي الغورية، مدينة نصر، القاهرة,القاهرة,مدينة نصر,حي الغورية
صيدلية إيمان عمرو,شارع الوحدة، مبنى 216، بعد محطة المترو، حي الدرب الأحمر، الرحاب، القاهرة,القاهرة,الرحاب,حي الدرب الأحمر
صيدلية د. الفجر,شارع الزهراء، مبنى 276، بجانب السوق، حي باب الشعرية، مدينتي، القاهرة,القاهرة,مدينتي,حي باب الشعرية
صيدلية سيد الحلواني,شارع الأزهر، مبنى 21، بجوار المسجد، حي الحسين، مدينتي، القاهرة,القاهرة,مدينتي,حي الحسين
صيدلية سمير عبدالستار,شارع محمد علي، مبنى 232، عند النفق، حي مصر الجديدة، مدينة السلام، القاهرة,القاهرة,مدينة السلام,حي مصر الجديدة
