name,governorate,city,district,address,phone,location_url,district_id
صيدلية صيدلية المدينة - المركز الرئيسي,أسيوط,المركز الرئيسي,الحي 8,شارع 19، خلف البنك، الحي 8,0119920118,"https://www.google.com/maps?q=29.159085846749058,31.252948789173196",DIST-17-972
صيدلية سيف - المركز الرئيسي,المنيا,المركز الرئيسي,الحي 6,شارع 26، خلف البنك، الحي 6,0154946703,"https://www.google.com/maps?q=30.672352924856405,31.759425045195762",DIST-16-204
صيدلية العزبي - المركز الرئيسي,جنوب سيناء,المركز الرئيسي,الحي 5,شارع 86، خلف المسجد، الحي 5,0122990687,"https://www.google.com/maps?q=30.225353621168175,31.78042742011427",DIST-26-861
صيدلية العزبي - المركز الرئيسي,الفيوم,المركز الرئيسي,الحي 2,شارع 83، خلف البنك، الحي 2,0101372230,"https://www.google.com/maps?q=29.703910309416454,31.555879799781774",DIST-14-412
صيدلية د. محمد إبراهيم,المنوفية,المركز الرئيسي,الحي 2,شارع 70، خلف المدرسة، الحي 2,0106445338,"https://www.google.com/maps?q=30.56870659076105,30.769375959979683",DIST-06-898
صيدلية مصر - المركز الرئيسي,القليوبية,المركز الرئيسي,الحي 6,شارع 30، خلف البنك، الحي 6,0106889216,"https://www.google.com/maps?q=29.62037636776171,31.8711282194109",DIST-03-556
صيدلية د. علي سيد,القليوبية,المركز الرئيسي,الحي 9,شارع 89، خلف البنك، الحي 9,0127984752,"https://www.google.com/maps?q=30.686592768178375,31.988125022186107",DIST-03-815
صيدلية صيدلية المدينة - المنتزة,الإسكندرية,المنتزة,الحي 6,شارع 100، خلف البنك، الحي 6,0117928546,"https://www.google.com/maps?q=29.244150957934533,31.17380646161176",DIST-02-968
صيدلية د. حسين حسين,أسيوط,المركز الرئيسي,الحي 7,شارع 59، خلف المدرسة، الحي 7,0124890510,"https://www.google.com/maps?q=29.24276570255131,30.47624597969027",DIST-17-458
صيدلية د. محمد حسن,الشرقية,العاشر من رمضان,الحي 4,شارع 29، خلف المدرسة، الحي 4,0154983328,"https://www.google.com/maps?q=30.317057214654724,31.58210863175571",DIST-05-257
صيدلية خليل - المركز الرئيسي,البحيرة,المركز الرئيسي,الحي 10,شارع 37، خلف المسجد، الحي 10,0104190070,"https://www.google.com/maps?q=30.042895737898085,31.526814584367624",DIST-08-418
صيدلية د. حسن إبراهيم,سوهاج,المركز الرئيسي,الحي 8,شارع 16، خلف البنك، الحي 8,0108957909,"https://www.google.com/maps?q=29.78186457343899,30.850841106904266",DIST-18-594
صيدلية صيدلية المدينة - المركز الرئيسي,أسوان,المركز الرئيسي,الحي 2,شارع 16، خلف المدرسة، الحي 2,0111217270,"https://www.google.com/maps?q=30.798554874074963,31.763392507172878",DIST-21-234
صيدلية سيف - المركز الرئيسي,البحر الأحمر,المركز الرئيسي,الحي 10,شارع 22، خلف المسجد، الحي 10,0117970069,"https://www.google.com/maps?q=29.298521323835846,31.377891281685777",DIST-22-661
صيدلية صيدليات شاكر - المركز الرئيسي,المنيا,المركز الرئيسي,الحي 1,شارع 39، خلف المدرسة، الحي 1,0159952157,"https://www.google.com/maps?q=30.994844431974208,30.50342903716811",DIST-16-499
صيدلية صيدليات شاكر - المركز الرئيسي,السويس,المركز الرئيسي,الحي 7,شارع 88، خلف البنك، الحي 7,0127708941,"https://www.google.com/maps?q=29.479430584301003,31.957172103772802",DIST-13-938
صيدلية مصر - المركز الرئيسي,الوادي الجديد,المركز الرئيسي,الحي 4,شارع 68، خلف البنك، الحي 4,0127299466,"https://www.google.com/maps?q=30.232682322780356,30.53520855840941",DIST-23-286
صيدلية العزبي - المركز الرئيسي,كفر الشيخ,المركز الرئيسي,الحي 10,شارع 82، خلف المسجد، الحي 10,0158996238,"https://www.google.com/maps?q=29.44919763379007,31.880329418671245",DIST-09-795
صيدلية 19011 - المركز الرئيسي,الأقصر,المركز الرئيسي,الحي 4,شارع 93، خلف المدرسة، الحي 4,0123531102,"https://www.google.com/maps?q=30.120375503412983,31.06688651078552",DIST-20-681
صيدلية صيدليات شاكر - المركز الرئيسي,شمال سيناء,المركز الرئيسي,الحي 2,شارع 71، خلف البنك، الحي 2,0157509819,"https://www.google.com/maps?q=30.34007883453515,31.77569984246393",DIST-25-312
صيدلية رشدي - المركز الرئيسي,البحر الأحمر,المركز الرئيسي,الحي 5,شارع 44، خلف المدرسة، الحي 5,0107114657,"https://www.google.com/maps?q=29.20687574410523,31.11345757606526",DIST-22-666
صيدلية 19011 - المركز الرئيسي,بورسعيد,المركز الرئيسي,الحي 7,شارع 59، خلف المسجد، الحي 7,0153709093,"https://www.google.com/maps?q=29.130053199019883,30.68248082040354",DIST-11-604
صيدلية صيدليات شاكر - المركز الرئيسي,قنا,المركز الرئيسي,الحي 4,شارع 46، خلف المسجد، الحي 4,0105373621,"https://www.google.com/maps?q=29.27178250174677,30.207185642201022",DIST-19-800
صيدلية صيدلية المدينة - المركز الرئيسي,دمياط,المركز الرئيسي,الحي 4,شارع 61، خلف المسجد، الحي 4,0112382502,"https://www.google.com/maps?q=30.426142095368057,31.412948454814163",DIST-10-651
صيدلية مصر - المركز الرئيسي,المنوفية,المركز الرئيسي,الحي 1,شارع 77، خلف المسجد، الحي 1,0122674751,"https://www.google.com/maps?q=29.57581805542056,31.207293039996433",DIST-06-651
صيدلية سيف - المركز الرئيسي,الأقصر,المركز الرئيسي,الحي 8,شارع 28، خلف المسجد، الحي 8,0152508462,"https://www.google.com/maps?q=29.318649341230774,31.337143884766594",DIST-20-219
صيدلية سيف - مصر الجديدة,القاهرة,مصر الجديدة,الحي 7,شارع 12، خلف المدرسة، الحي 7,0126134001,"https://www.google.com/maps?q=29.774221765514238,30.395401492954132",DIST-00-626
صيدلية خليل - العجمي,الإسكندرية,العجمي,الحي 4,شارع 7، خلف المدرسة، الحي 4,0155476907,"https://www.google.com/maps?q=29.640134948756373,30.216958044638147",DIST-02-625
صيدلية مصر - المركز الرئيسي,البحيرة,المركز الرئيسي,الحي 5,شارع 70، خلف المدرسة، الحي 5,0109253124,"https://www.google.com/maps?q=30.89895670080067,30.74175406931004",DIST-08-188
صيدلية د. أحمد إبراهيم,الغربية,المركز الرئيسي,الحي 3,شارع 96، خلف المسجد، الحي 3,0153923249,"https://www.google.com/maps?q=30.783475830173234,30.913822297711906",DIST-07-113
صيدلية سيف - المركز الرئيسي,المنيا,المركز الرئيسي,الحي 9,شارع 55، خلف البنك، الحي 9,0108797779,"https://www.google.com/maps?q=30.10063228927789,31.952797674924966",DIST-16-130
صيدلية رشدي - المركز الرئيسي,أسوان,المركز الرئيسي,الحي 7,شارع 31، خلف البنك، الحي 7,0127260999,"https://www.google.com/maps?q=30.72233334291739,30.752167307140255",DIST-21-958
صيدلية 19011 - المركز الرئيسي,البحر الأحمر,المركز الرئيسي,الحي 7,شارع 49، خلف المدرسة، الحي 7,0153213248,"https://www.google.com/maps?q=30.293382171615253,31.873952146106962",DIST-22-357
صيدلية سيف - الشيخ زايد,الجيزة,الشيخ زايد,الحي 7,شارع 59، خلف المسجد، الحي 7,0111157029,"https://www.google.com/maps?q=30.141444529334553,31.06425130476599",DIST-01-998
صيدلية رشدي - المركز الرئيسي,الفيوم,المركز الرئيسي,الحي 8,شارع 29، خلف المسجد، الحي 8,0113036319,"https://www.google.com/maps?q=30.60239125225422,31.862629015938868",DIST-14-893
صيدلية د. علي محمد,القليوبية,المركز الرئيسي,الحي 3,شارع 94، خلف البنك، الحي 3,0158225740,"https://www.google.com/maps?q=30.30852690950106,30.950950619017984",DIST-03-190
صيدلية العزبي - طلخا,الدقهلية,طلخا,الحي 2,شارع 88، خلف المدرسة، الحي 2,0106753336,"https://www.google.com/maps?q=30.315769823054627,31.26909316864344",DIST-04-310
صيدلية د. حسن حسين,القليوبية,المركز الرئيسي,الحي 6,شارع 92، خلف البنك، الحي 6,0119135273,"https://www.google.com/maps?q=29.80938468988848,30.984400992330706",DIST-03-359
صيدلية رشدي - المركز الرئيسي,الفيوم,المركز الرئيسي,الحي 8,شارع 13، خلف المسجد، الحي 8,0151207100,"https://www.google.com/maps?q=30.021419525752858,31.37091112446815",DIST-14-906
صيدلية 19011 - المركز الرئيسي,بني سويف,المركز الرئيسي,الحي 5,شارع 85، خلف المسجد، الحي 5,0104833762,"https://www.google.com/maps?q=30.539625853039308,30.53644170197214",DIST-15-869
صيدلية د. إبراهيم حسن,السويس,المركز الرئيسي,الحي 9,شارع 40، خلف المسجد، الحي 9,0119289803,"https://www.google.com/maps?q=29.303880939919935,30.438224367043905",DIST-13-988
صيدلية د. محمود محمد,القليوبية,المركز الرئيسي,الحي 10,شارع 59، خلف المدرسة، الحي 10,0106419284,"https://www.google.com/maps?q=30.714382769336016,30.25032375345836",DIST-03-278
صيدلية علي وعلي - مدينة نصر,القاهرة,مدينة نصر,الحي 1,شارع 65، خلف البنك، الحي 1,0113375008,"https://www.google.com/maps?q=29.963960654508767,30.551617361361636",DIST-00-295
صيدلية صيدلية المدينة - المركز الرئيسي,المنوفية,المركز الرئيسي,الحي 4,شارع 17، خلف المدرسة، الحي 4,0113659177,"https://www.google.com/maps?q=30.245035590535547,30.7268254541777",DIST-06-702
صيدلية د. حسن حسن,الإسكندرية,محرم بك,الحي 4,شارع 38، خلف المسجد، الحي 4,0107344540,"https://www.google.com/maps?q=29.468293874954284,31.776951850283123",DIST-02-754
صيدلية د. سيد إبراهيم,المنوفية,المركز الرئيسي,الحي 10,شارع 67، خلف المدرسة، الحي 10,0129277366,"https://www.google.com/maps?q=29.268007173245003,31.37942124699175",DIST-06-689
صيدلية صيدليات شاكر - المركز الرئيسي,بورسعيد,المركز الرئيسي,الحي 2,شارع 52، خلف المسجد، الحي 2,0107326875,"https://www.google.com/maps?q=29.307589577617698,31.795827171364",DIST-11-613
صيدلية خليل - المركز الرئيسي,شمال سيناء,المركز الرئيسي,الحي 6,شارع 60، خلف المدرسة، الحي 6,0127966741,"https://www.google.com/maps?q=29.62715813611462,31.4299572811232",DIST-25-671
صيدلية علي وعلي - المركز الرئيسي,الوادي الجديد,المركز الرئيسي,الحي 10,شارع 93، خلف المسجد، الحي 10,0153412501,"https://www.google.com/maps?q=30.339054294564576,31.35683796203716",DIST-23-994
صيدلية مصر - المركز الرئيسي,القليوبية,المركز الرئيسي,الحي 10,شارع 67، خلف المسجد، الحي 10,0124080620,"https://www.google.com/maps?q=29.49457872468659,30.26499438075437",DIST-03-938
صيدلية د. محمد حسين,أسيوط,المركز الرئيسي,الحي 8,شارع 30، خلف المسجد، الحي 8,0122840314,"https://www.google.com/maps?q=29.50478084566621,30.386330161591044",DIST-17-498
صيدلية العزبي - الهرم,الجيزة,الهرم,الحي 4,شارع 59، خلف المدرسة، الحي 4,0108236380,"https://www.google.com/maps?q=30.57257531919292,30.40698466517698",DIST-01-501
صيدلية د. محمود أحمد,جنوب سيناء,المركز الرئيسي,الحي 5,شارع 55، خلف المسجد، الحي 5,0124298354,"https://www.google.com/maps?q=29.604173246573552,30.36818363393422",DIST-26-257
